2	4	16	182	99
2	4	17	85	34
2	4	18	0	0
2	4	19	0	0
2	4	20	0	0
2	4	21	0	0
2	4	22	0	0
2	4	23	0	0
2	4	24	0	0
2	5	1	0	0
2	5	2	0	0
2	5	3	0	0
2	5	4	0	0
2	5	5	0	0
2	5	6	0	0
2	5	7	0	0
2	5	8	85	47
2	5	9	259	75
2	5	10	387	111
2	5	11	518	94
2	5	12	555	118
2	5	13	425	233
2	5	14	397	205
2	5	15	299	181
2	5	16	187	127
2	5	17	46	38
2	5	18	0	0
2	5	19	0	0
2	5	20	0	0
2	5	21	0	0
2	5	22	0	0
2	5	23	0	0
2	5	24	0	0
2	6	1	0	0
2	6	2	0	0
2	6	3	0	0
2	6	4	0	0
2	6	5	0	0
2	6	6	0	0
2	6	7	0	0
2	6	8	71	52
2	6	9	263	74
2	6	10	409	90
2	6	11	334	231
2	6	12	493	178
2	6	13	482	187
2	6	14	412	192
2	6	15	387	112
2	6	16	263	73
2	6	17	56	45
2	6	18	0	0
2	6	19	0	0
2	6	20	0	0
2	6	21	0	0
2	6	22	0	0
2	6	23	0	0
2	6	24	0	0
2	7	1	0	0
2	7	2	0	0
2	7	3	0	0
2	7	4	0	0
2	7	5	0	0
2	7	6	0	0
2	7	7	0	0
2	7	8	89	55
2	7	9	261	90
2	7	10	372	147
2	7	11	507	126
2	7	12	551	144
2	7	13	520	178
2	7	14	450	187
2	7	15	369	149
2	7	16	264	87
2	7	17	87	57
2	7	18	0	0
2	7	19	0	0
2	7	20	0	0
2	7	21	0	0
2	7	22	0	0
2	7	23	0	0
2	7	24	0	0
2	8	1	0	0
2	8	2	0	0
2	8	3	0	0
2	8	4	0	0
2	8	5	0	0
2	8	6	0	0
2	8	7	0	0
2	8	8	100	67
2	8	9	272	112
2	8	10	421	133
2	8	11	532	139
2	8	12	591	139
2	8	13	591	139
2	8	14	532	139
2	8	15	421	133
2	8	16	272	112
2	8	17	100	67
2	8	18	0	0
2	8	19	0	0
2	8	20	0	0
2	8	21	0	0
2	8	22	0	0
2	8	23	0	0
2	8	24	0	0
2	9	1	0	0
2	9	2	0	0
2	9	3	0	0
2	9	4	0	0
2	9	5	0	0
2	9	6	0	0
2	9	7	0	0
2	9	8	27	21
2	9	9	92	71
2	9	10	182	140
2	9	11	258	199
2	9	12	245	189
2	9	13	137	106
2	9	14	114	88
2	9	15	136	105
2	9	16	105	81
2	9	17	47	36
2	9	18	0	0
2	9	19	0	0
2	9	20	0	0
2	9	21	0	0
2	9	22	0	0
2	9	23	0	0
2	9	24	0	0
2	10	1	0	0
2	10	2	0	0
2	10	3	0	0
2	10	4	0	0
2	10	5	0	0
2	10	6	0	0
2	10	7	0	0
2	10	8	34	28
2	10	9	121	99
2	10	10	217	178
2	10	11	172	141
2	10	12	205	168
2	10	13	202	166
2	10	14	30	25
2	10	15	120	99
2	10	16	17	14
2	10	17	11	9
2	10	18	0	0
2	10	19	0	0
2	10	20	0	0
2	10	21	0	0
2	10	22	0	0
2	10	23	0	0
2	10	24	0	0
2	11	1	0	0
2	11	2	0	0
2	11	3	0	0
2	11	4	0	0
2	11	5	0	0
2	11	6	0	0
2	11	7	0	0
2	11	8	60	37
2	11	9	201	105
2	11	10	220	136
2	11	11	304	181
2	11	12	316	192
2	11	13	423	194
2	11	14	329	187
2	11	15	311	147
2	11	16	218	100
2	11	17	102	42
2	11	18	0	0
2	11	19	0	0
2	11	20	0	0
2	11	21	0	0
2	11	22	0	0
2	11	23	0	0
2	11	24	0	0
2	12	1	0	0
2	12	2	0	0
2	12	3	0	0
2	12	4	0	0
2	12	5	0	0
2	12	6	0	0
2	12	7	0	0
2	12	8	93	52
2	12	9	251	93
2	12	10	266	167
2	12	11	216	145
2	12	12	320	212
2	12	13	447	202
2	12	14	364	203
2	12	15	226	152
2	12	16	91	61
2	12	17	58	39
2	12	18	0	0
2	12	19	0	0
2	12	20	0	0
2	12	21	0	0
2	12	22	0	0
2	12	23	0	0
2	12	24	0	0
2	13	1	0	0
2	13	2	0	0
2	13	3	0	0
2	13	4	0	0
2	13	5	0	0
2	13	6	0	0
2	13	7	0	0
2	13	8	60	47
2	13	9	185	136
2	13	10	340	178
2	13	11	415	216
2	13	12	551	155
2	13	13	473	222
2	13	14	510	137
2	13	15	403	128
2	13	16	293	76
2	13	17	77	60
2	13	18	0	0
2	13	19	0	0
2	13	20	0	0
2	13	21	0	0
2	13	22	0	0
2	13	23	0	0
2	13	24	0	0
2	14	1	0	0
2	14	2	0	0
2	14	3	0	0
2	14	4	0	0
2	14	5	0	0
2	14	6	0	0
2	14	7	2	2
2	14	8	82	76
2	14	9	297	93
2	14	10	449	108
2	14	11	562	111
2	14	12	578	166
2	14	13	548	200
2	14	14	479	208
2	14	15	392	174
2	14	16	297	93
2	14	17	97	79
2	14	18	1	1
2	14	19	0	0
2	14	20	0	0
2	14	21	0	0
2	14	22	0	0
2	14	23	0	0
2	14	24	0	0
2	15	1	0	0
2	15	2	0	0
2	15	3	0	0
2	15	4	0	0
2	15	5	0	0
2	15	6	0	0
2	15	7	3	2
2	15	8	118	56
2	15	9	211	140
2	15	10	425	117
2	15	11	518	140
2	15	12	628	90
2	15	13	529	185
2	15	14	393	236
2	15	15	325	193
2	15	16	228	134
2	15	17	106	64
2	15	18	3	2
2	15	19	0	0
2	15	20	0	0
2	15	21	0	0
2	15	22	0	0
2	15	23	0	0
2	15	24	0	0
2	16	1	0	0
2	16	2	0	0
2	16	3	0	0
2	16	4	0	0
2	16	5	0	0
2	16	6	0	0
2	16	7	3	2
2	16	8	64	44
2	16	9	306	68
2	16	10	275	180
2	16	11	400	209
2	16	12	546	155
2	16	13	436	228
2	16	14	380	216
2	16	15	335	171
2	16	16	165	115
2	16	17	33	23
2	16	18	3	2
2	16	19	0	0
2	16	20	0	0
2	16	21	0	0
2	16	22	0	0
2	16	23	0	0
2	16	24	0	0
2	17	1	0	0
2	17	2	0	0
2	17	3	0	0
2	17	4	0	0
2	17	5	0	0
2	17	6	0	0
2	17	7	4	4
2	17	8	96	84
2	17	9	199	174
2	17	10	389	190
2	17	11	578	109
2	17	12	602	153
2	17	13	639	108
2	17	14	544	150
2	17	15	308	247
2	17	16	115	109
2	17	17	68	65
2	17	18	4	4
2	17	19	0	0
2	17	20	0	0
2	17	21	0	0
2	17	22	0	0
2	17	23	0	0
2	17	24	0	0
2	18	1	0	0
2	18	2	0	0
2	18	3	0	0
2	18	4	0	0
2	18	5	0	0
2	18	6	0	0
2	18	7	5	4
2	18	8	59	47
2	18	9	50	39
2	18	10	79	62
2	18	11	178	141
2	18	12	272	214
2	18	13	354	267
2	18	14	201	158
2	18	15	136	108
2	18	16	82	65
2	18	17	53	41
2	18	18	5	4
2	18	19	0	0
2	18	20	0	0
2	18	21	0	0
2	18	22	0	0
2	18	23	0	0
2	18	24	0	0
2	19	1	0	0
2	19	2	0	0
2	19	3	0	0
2	19	4	0	0
2	19	5	0	0
2	19	6	0	0
2	19	7	5	3
2	19	8	65	47
2	19	9	50	36
2	19	10	114	82
2	19	11	191	137
2	19	12	260	185
2	19	13	305	218
2	19	14	171	122
2	19	15	190	136
2	19	16	167	119
2	19	17	57	41
2	19	18	3	2
2	19	19	0	0
2	19	20	0	0
2	19	21	0	0
2	19	22	0	0
2	19	23	0	0
2	19	24	0	0
2	20	1	0	0
2	20	2	0	0
2	20	3	0	0
2	20	4	0	0
2	20	5	0	0
2	20	6	0	0
2	20	7	6	5
2	20	8	59	42
2	20	9	286	105
2	20	10	409	142
2	20	11	448	203
2	20	12	429	250
2	20	13	442	246
2	20	14	310	221
2	20	15	440	117
2	20	16	324	72
2	20	17	118	67
2	20	18	5	4
2	20	19	0	0
2	20	20	0	0
2	20	21	0	0
2	20	22	0	0
2	20	23	0	0
2	20	24	0	0
2	21	1	0	0
2	21	2	0	0
2	21	3	0	0
2	21	4	0	0
2	21	5	0	0
2	21	6	0	0
2	21	7	8	6
2	21	8	90	67
2	21	9	188	138
2	21	10	242	182
2	21	11	128	97
2	21	12	201	152
2	21	13	181	136
2	21	14	106	80
2	21	15	265	195
2	21	16	236	143
2	21	17	82	62
2	21	18	8	6
2	21	19	0	0
2	21	20	0	0
2	21	21	0	0
2	21	22	0	0
2	21	23	0	0
2	21	24	0	0
2	22	1	0	0
2	22	2	0	0
2	22	3	0	0
2	22	4	0	0
2	22	5	0	0
2	22	6	0	0
2	22	7	10	7
2	22	8	130	73
2	22	9	238	151
2	22	10	311	215
2	22	11	505	183
2	22	12	541	207
2	22	13	609	145
2	22	14	535	157
2	22	15	400	169
2	22	16	314	97
2	22	17	147	62
2	22	18	10	7
2	22	19	0	0
2	22	20	0	0
2	22	21	0	0
2	22	22	0	0
2	22	23	0	0
2	22	24	0	0
2	23	1	0	0
2	23	2	0	0
2	23	3	0	0
2	23	4	0	0
2	23	5	0	0
2	23	6	0	0
2	23	7	11	8
2	23	8	147	63
2	23	9	301	109
2	23	10	364	191
2	23	11	514	174
2	23	12	621	133
2	23	13	581	169
2	23	14	424	236
2	23	15	348	199
2	23	16	215	149
2	23	17	95	71
2	23	18	8	6
2	23	19	0	0
2	23	20	0	0
2	23	21	0	0
2	23	22	0	0
2	23	23	0	0
2	23	24	0	0
2	24	1	0	0
2	24	2	0	0
2	24	3	0	0
2	24	4	0	0
2	24	5	0	0
2	24	6	0	0
2	24	7	8	7
2	24	8	78	67
2	24	9	245	170
2	24	10	383	210
2	24	11	465	248
2	24	12	583	197
2	24	13	655	121
2	24	14	574	144
2	24	15	484	115
2	24	16	313	118
2	24	17	149	75
2	24	18	13	11
2	24	19	0	0
2	24	20	0	0
2	24	21	0	0
2	24	22	0	0
2	24	23	0	0
2	24	24	0	0
2	25	1	0	0
2	25	2	0	0
2	25	3	0	0
2	25	4	0	0
2	25	5	0	0
2	25	6	0	0
2	25	7	15	12
2	25	8	127	93
2	25	9	284	151
2	25	10	324	246
2	25	11	501	224
2	25	12	622	165
2	25	13	556	232
2	25	14	621	99
2	25	15	505	99
2	25	16	312	127
2	25	17	70	61
2	25	18	12	11
2	25	19	0	0
2	25	20	0	0
2	25	21	0	0
2	25	22	0	0
2	25	23	0	0
2	25	24	0	0
2	26	1	0	0
2	26	2	0	0
2	26	3	0	0
2	26	4	0	0
2	26	5	0	0
2	26	6	0	0
2	26	7	16	13
2	26	8	66	56
2	26	9	225	174
2	26	10	418	187
2	26	11	487	234
2	26	12	609	179
2	26	13	688	94
2	26	14	602	122
2	26	15	336	239
2	26	16	249	171
2	26	17	94	80
2	26	18	8	7
2	26	19	0	0
2	26	20	0	0
2	26	21	0	0
2	26	22	0	0
2	26	23	0	0
2	26	24	0	0
2	27	1	0	0
2	27	2	0	0
2	27	3	0	0
2	27	4	0	0
2	27	5	0	0
2	27	6	0	0
2	27	7	18	11
2	27	8	84	57
2	27	9	204	134
2	27	10	199	135
2	27	11	278	188
2	27	12	507	219
2	27	13	500	223
2	27	14	332	219
2	27	15	262	176
2	27	16	181	122
2	27	17	76	51
2	27	18	10	7
2	27	19	0	0
2	27	20	0	0
2	27	21	0	0
2	27	22	0	0
2	27	23	0	0
2	27	24	0	0
2	28	1	0	0
2	28	2	0	0
2	28	3	0	0
2	28	4	0	0
2	28	5	0	0
2	28	6	0	0
2	28	7	18	11
2	28	8	122	75
2	28	9	248	139
2	28	10	308	190
2	28	11	504	180
2	28	12	499	224
2	28	13	462	240
2	28	14	434	219
2	28	15	435	142
